"","stateName","stateFIPS","year","mort","pop","opioid_disp"
"570","Missouri",29,2018,1574,6126452,63.4
"571","Missouri",29,2019,1530,6137428,58.3
"572","Missouri",29,2020,1818,6151548,54.4
"573","Montana",30,1999,33,897507,NA
"574","Montana",30,2000,30,902195,NA
"575","Montana",30,2001,41,906961,NA
"576","Montana",30,2002,62,911667,NA
"577","Montana",30,2003,63,919630,NA
"578","Montana",30,2004,78,930009,NA
"579","Montana",30,2005,79,940102,NA
"580","Montana",30,2006,79,952692,79.1
"581","Montana",30,2007,103,964706,81.1
"582","Montana",30,2008,122,976415,85.3
"583","Montana",30,2009,124,983982,85.8
"584","Montana",30,2010,95,989415,87.2
"585","Montana",30,2011,112,998199,85.3
"586","Montana",30,2012,102,1005141,87.7
"587","Montana",30,2013,109,1015165,84.2
"588","Montana",30,2014,103,1023579,80.1
"589","Montana",30,2015,105,1032949,73.3
"590","Montana",30,2016,100,1042520,69.8
"591","Montana",30,2017,113,1050493,61.3
"592","Montana",30,2018,117,1062305,54
"593","Montana",30,2019,136,1068778,48.2
"594","Montana",30,2020,160,1080577,46.1
"595","Nebraska",31,1999,34,1704764,NA
"596","Nebraska",31,2000,36,1711263,NA
"597","Nebraska",31,2001,45,1719836,NA
"598","Nebraska",31,2002,48,1728292,NA
"599","Nebraska",31,2003,43,1738643,NA
"600","Nebraska",31,2004,54,1749370,NA
"601","Nebraska",31,2005,66,1761497,NA
"602","Nebraska",31,2006,77,1772693,64.3
"603","Nebraska",31,2007,63,1783440,65.1
"604","Nebraska",31,2008,90,1796378,66.2
"605","Nebraska",31,2009,95,1812683,66.4
"606","Nebraska",31,2010,101,1826341,69
"607","Nebraska",31,2011,113,1842641,68.8
"608","Nebraska",31,2012,142,1855525,73.2
"609","Nebraska",31,2013,113,1868516,71.3
"610","Nebraska",31,2014,118,1881503,70.1
"611","Nebraska",31,2015,122,1896190,65.5
"612","Nebraska",31,2016,114,1907116,62.8
"613","Nebraska",31,2017,147,1920076,56.6
"614","Nebraska",31,2018,135,1929268,50.6
"615","Nebraska",31,2019,153,1934408,50.3
"616","Nebraska",31,2020,210,1937552,48
"617","Nevada",32,1999,190,1934718,NA
"618","Nevada",32,2000,238,1998257,NA
"619","Nevada",32,2001,224,2098399,NA
"620","Nevada",32,2002,287,2173791,NA
"621","Nevada",32,2003,325,2248850,NA
"622","Nevada",32,2004,364,2346222,NA
"623","Nevada",32,2005,437,2432143,NA
"624","Nevada",32,2006,437,2522658,87.7
"625","Nevada",32,2007,484,2601072,90.2
"626","Nevada",32,2008,500,2653630,97
"627","Nevada",32,2009,532,2684665,94
"628","Nevada",32,2010,562,2700551,97.3
"629","Nevada",32,2011,620,2723322,100.3
"630","Nevada",32,2012,583,2758931,98.9
"631","Nevada",32,2013,595,2790136,91.1
"632","Nevada",32,2014,534,2839099,90.1
"633","Nevada",32,2015,604,2890845,85.4
"634","Nevada",32,2016,648,2940058,80.7
"635","Nevada",32,2017,655,2998039,73.2
"636","Nevada",32,2018,671,3034392,55.5
"637","Nevada",32,2019,621,3080156,49.4
"638","Nevada",32,2020,807,3138259,47.4
"639","New Hampshire",33,1999,52,1222014,NA
"640","New Hampshire",33,2000,43,1235786,NA
"641","New Hampshire",33,2001,66,1255517,NA
"642","New Hampshire",33,2002,92,1269089,NA
"643","New Hampshire",33,2003,112,1279840,NA
"644","New Hampshire",33,2004,117,1290121,NA
"645","New Hampshire",33,2005,132,1298492,NA
"646","New Hampshire",33,2006,137,1308389,75
"647","New Hampshire",33,2007,180,1312540,78.5
"648","New Hampshire",33,2008,120,1315906,81.7
"649","New Hampshire",33,2009,154,1316102,81.5
"650","New Hampshire",33,2010,145,1316470,81.6
"651","New Hampshire",33,2011,193,1318194,80.9
"652","New Hampshire",33,2012,164,1320718,83.7
"653","New Hampshire",33,2013,199,1323459,82
"654","New Hampshire",33,2014,321,1326813,79.6
"655","New Hampshire",33,2015,410,1330608,74.8
"656","New Hampshire",33,2016,469,1334795,64.3
"657","New Hampshire",33,2017,457,1342795,52.5
"658","New Hampshire",33,2018,447,1356458,46.1
"659","New Hampshire",33,2019,402,1359711,38.1
"660","New Hampshire",33,2020,389,1366275,35.2
"661","New Jersey",34,1999,515,8359592,NA
"662","New Jersey",34,2000,594,8414350,NA
"663","New Jersey",34,2001,663,8492671,NA
"664","New Jersey",34,2002,762,8552643,NA
"665","New Jersey",34,2003,682,8601402,NA
"666","New Jersey",34,2004,571,8634561,NA
"667","New Jersey",34,2005,783,8651974,NA
"668","New Jersey",34,2006,817,8661679,54.7
"669","New Jersey",34,2007,702,8677885,57.2
"670","New Jersey",34,2008,677,8711090,59.5
"671","New Jersey",34,2009,259,8755602,59.9
"672","New Jersey",34,2010,838,8791894,61
"673","New Jersey",34,2011,965,8821155,61.5
"674","New Jersey",34,2012,1181,8864590,60.1
"675","New Jersey",34,2013,1277,8899339,58.3
"676","New Jersey",34,2014,1215,8938175,57.2
"677","New Jersey",34,2015,1428,8958013,56
"678","New Jersey",34,2016,2015,8944469,52.6
"679","New Jersey",34,2017,2652,9005644,45
"680","New Jersey",34,2018,2864,8908520,38.9
"681","New Jersey",34,2019,2776,8882190,34.8
"682","New Jersey",34,2020,2816,8882371,31.8
"683","New Mexico",35,1999,264,1808082,NA
"684","New Mexico",35,2000,269,1819046,NA
"685","New Mexico",35,2001,256,1831690,NA
"686","New Mexico",35,2002,286,1855309,NA
"687","New Mexico",35,2003,357,1877574,NA
"688","New Mexico",35,2004,312,1903808,NA
"689","New Mexico",35,2005,371,1932274,NA
"690","New Mexico",35,2006,393,1962137,61.8
"691","New Mexico",35,2007,436,1990070,69
"692","New Mexico",35,2008,485,2010662,71.4
"693","New Mexico",35,2009,410,2036802,75.3
"694","New Mexico",35,2010,462,2059179,81.9
"695","New Mexico",35,2011,511,2082224,81.6
"696","New Mexico",35,2012,479,2085538,76.8
"697","New Mexico",35,2013,439,2085287,71.4
"698","New Mexico",35,2014,536,2085572,71.5
"699","New Mexico",35,2015,488,2085109,69.8
"700","New Mexico",35,2016,495,2081015,65.1
"701","New Mexico",35,2017,484,2088070,56.4
"702","New Mexico",35,2018,526,2095428,49.4
"703","New Mexico",35,2019,593,2096829,43.4
"704","New Mexico",35,2020,777,2106319,40.5
"705","New York",36,1999,913,18882725,NA
"706","New York",36,2000,724,18976457,NA
"707","New York",36,2001,1035,19082838,NA
"708","New York",36,2002,864,19137800,NA
"709","New York",36,2003,919,19175939,NA
"710","New York",36,2004,805,19171567,NA
"711","New York",36,2005,903,19132610,NA
"712","New York",36,2006,1532,19104631,44.2
"713","New York",36,2007,1529,19132335,46.1
"714","New York",36,2008,1545,19212436,48.4
"715","New York",36,2009,1456,19307066,49.5
"716","New York",36,2010,1426,19378102,51
"717","New York",36,2011,1778,19465197,51.1
"718","New York",36,2012,1975,19570261,51.8
"719","New York",36,2013,2165,19651127,46.7
"720","New York",36,2014,2164,19746227,43.9
"721","New York",36,2015,2571,19795791,45.1
"722","New York",36,2016,3429,19745289,42.7
"723","New York",36,2017,3716,19849399,38.3
"724","New York",36,2018,3518,19542209,34
"725","New York",36,2019,3447,19453561,34.8
"726","New York",36,2020,4720,19336776,31.9
"727","North Carolina",37,1999,345,7949361,NA
"728","North Carolina",37,2000,471,8049313,NA
"729","North Carolina",37,2001,541,8210122,NA
"730","North Carolina",37,2002,629,8326201,NA
"731","North Carolina",37,2003,738,8422501,NA
"732","North Carolina",37,2004,831,8553152,NA
"733","North Carolina",37,2005,973,8705407,NA
"734","North Carolina",37,2006,1031,8917270,85.2
"735","North Carolina",37,2007,1046,9118037,87.5
"736","North Carolina",37,2008,1148,9309449,88.6
"737","North Carolina",37,2009,1124,9449566,89.3
"738","North Carolina",37,2010,1056,9535483,93.1
"739","North Carolina",37,2011,1234,9656401,93.5
"740","North Carolina",37,2012,1264,9752073,98.6
"741","North Carolina",37,2013,1213,9848060,96.7
"742","North Carolina",37,2014,1314,9943964,93.7
"743","North Carolina",37,2015,1519,10042802,88.4
"744","North Carolina",37,2016,1908,10146788,82.5
"745","North Carolina",37,2017,2362,10273419,72.2
"746","North Carolina",37,2018,2213,10383620,61.5
"747","North Carolina",37,2019,2229,10488084,56.7
"748","North Carolina",37,2020,3100,10600823,52.8
"749","North Dakota",38,1999,12,644259,NA
"750","North Dakota",38,2000,12,642200,NA
"751","North Dakota",38,2001,13,639062,NA
"752","North Dakota",38,2002,15,638168,NA
"753","North Dakota",38,2003,22,638817,NA
"754","North Dakota",38,2004,16,644705,NA
"755","North Dakota",38,2005,12,646089,NA
"756","North Dakota",38,2006,14,649422,56
"757","North Dakota",38,2007,28,652822,59.3
"758","North Dakota",38,2008,44,657569,61.7
"759","North Dakota",38,2009,27,664968,60.3
"760","North Dakota",38,2010,21,672591,63
"761","North Dakota",38,2011,16,683932,61.3
"762","North Dakota",38,2012,19,699628,62.1
"763","North Dakota",38,2013,19,723393,60.1
"764","North Dakota",38,2014,40,739482,58.1
"765","North Dakota",38,2015,55,756927,53
"766","North Dakota",38,2016,72,757952,47.8
"767","North Dakota",38,2017,59,755393,41.7
"768","North Dakota",38,2018,66,760077,37.4
"769","North Dakota",38,2019,74,762062,38.8
"770","North Dakota",38,2020,110,765309,36.7
"771","Ohio",39,1999,419,11335454,NA
"772","Ohio",39,2000,520,11353140,NA
"773","Ohio",39,2001,695,11387404,NA
"774","Ohio",39,2002,876,11407889,NA
"775","Ohio",39,2003,739,11434788,NA
"776","Ohio",39,2004,1085,11452251,NA
"777","Ohio",39,2005,1204,11463320,NA
"778","Ohio",39,2006,1460,11481213,87.7
"779","Ohio",39,2007,1554,11500468,92.7
"780","Ohio",39,2008,1668,11515391,97.5
"781","Ohio",39,2009,1172,11528896,100.4
"782","Ohio",39,2010,1764,11536504,102.4
"783","Ohio",39,2011,1956,11544951,101.5
"784","Ohio",39,2012,2064,11544225,97.5
"785","Ohio",39,2013,2295,11570808,93.1
"786","Ohio",39,2014,2693,11594163,89.5
"787","Ohio",39,2015,3241,11613423,82.7
"788","Ohio",39,2016,4245,11614373,75.3
"789","Ohio",39,2017,5015,11658609,63.8
"790","Ohio",39,2018,3919,11689442,53.5
"791","Ohio",39,2019,4185,11689100,50.8
"792","Ohio",39,2020,5155,11693217,47.4
"793","Oklahoma",40,1999,162,3437147,NA
"794","Oklahoma",40,2000,226,3450654,NA
"795","Oklahoma",40,2001,256,3467100,NA
"796","Oklahoma",40,2002,231,3489080,NA
"797","Oklahoma",40,2003,372,3504892,NA
"798","Oklahoma",40,2004,452,3525233,NA
"799","Oklahoma",40,2005,444,3548597,NA
"800","Oklahoma",40,2006,526,3594090,108.7
"801","Oklahoma",40,2007,621,3634349,114.4
"802","Oklahoma",40,2008,533,3668976,111.3
"803","Oklahoma",40,2009,715,3717572,115
"804","Oklahoma",40,2010,659,3751351,119.6
"805","Oklahoma",40,2011,645,3791508,122.3
"806","Oklahoma",40,2012,707,3814820,127.4
"807","Oklahoma",40,2013,729,3850568,123.3
"808","Oklahoma",40,2014,718,3878051,110.9
"809","Oklahoma",40,2015,690,3911338,104.4
"810","Oklahoma",40,2016,773,3923561,97.9
"811","Oklahoma",40,2017,746,3930864,88.6
"812","Oklahoma",40,2018,671,3943079,79.1
"813","Oklahoma",40,2019,613,3956971,66
"814","Oklahoma",40,2020,736,3980783,59.3
"815","Oregon",41,1999,175,3393941,NA
"816","Oregon",41,2000,177,3421399,NA
"817","Oregon",41,2001,199,3467937,NA
"818","Oregon",41,2002,260,3513424,NA
"819","Oregon",41,2003,306,3547376,NA
"820","Oregon",41,2004,318,3569463,NA
"821","Oregon",41,2005,345,3613202,NA
"822","Oregon",41,2006,407,3670883,91
"823","Oregon",41,2007,423,3722417,95.5
"824","Oregon",41,2008,401,3768748,99.1
"825","Oregon",41,2009,450,3808600,99.3
"826","Oregon",41,2010,445,3831074,101.2
"827","Oregon",41,2011,480,3871859,100.7
"828","Oregon",41,2012,447,3899353,98.7
"829","Oregon",41,2013,417,3930065,94.2
"830","Oregon",41,2014,475,3970239,91.9
"831","Oregon",41,2015,457,4028977,84.2
"832","Oregon",41,2016,470,4093465,76.3
"833","Oregon",41,2017,497,4142776,65.8
"834","Oregon",41,2018,521,4190713,57.3
"835","Oregon",41,2019,596,4217737,49.1
"836","Oregon",41,2020,778,4241507,45.6
"837","Pennsylvania",42,1999,852,12263805,NA
"838","Pennsylvania",42,2000,1071,12281054,NA
"839","Pennsylvania",42,2001,904,12298970,NA
"840","Pennsylvania",42,2002,1045,12331031,NA
"841","Pennsylvania",42,2003,1289,12374658,NA
"842","Pennsylvania",42,2004,1470,12410722,NA
"843","Pennsylvania",42,2005,1546,12449990,NA
"844","Pennsylvania",42,2006,1538,12510809,69.5
"845","Pennsylvania",42,2007,1638,12563937,73.7
"846","Pennsylvania",42,2008,1754,12612285,76.5
"847","Pennsylvania",42,2009,1808,12666858,78.1
"848","Pennsylvania",42,2010,1816,12702379,81
"849","Pennsylvania",42,2011,2175,12742886,81.7
"850","Pennsylvania",42,2012,2283,12763536,83.3
"851","Pennsylvania",42,2013,2339,12773801,81.6
"852","Pennsylvania",42,2014,2648,12787209,79.9
"853","Pennsylvania",42,2015,3178,12802503,75.5
"854","Pennsylvania",42,2016,4507,12784227,69.5
"855","Pennsylvania",42,2017,5254,12805537,58.3
"856","Pennsylvania",42,2018,4268,12807060,49.9
"857","Pennsylvania",42,2019,4250,12801989,47
"858","Pennsylvania",42,2020,5022,12783254,43.1
"859","Rhode Island",44,1999,17,1040402,NA
"860","Rhode Island",44,2000,13,1048319,NA
"861","Rhode Island",44,2001,24,1057142,NA
"862","Rhode Island",44,2002,16,1065995,NA
"863","Rhode Island",44,2003,28,1071342,NA
"864","Rhode Island",44,2004,15,1074579,NA
"865","Rhode Island",44,2005,48,1067916,NA
"866","Rhode Island",44,2006,147,1063096,78.7
"867","Rhode Island",44,2007,128,1057315,82.2
"868","Rhode Island",44,2008,179,1055003,82.9
"869","Rhode Island",44,2009,159,1053646,82.5
"870","Rhode Island",44,2010,164,1052567,82.7
"871","Rhode Island",44,2011,182,1051302,82.5
"872","Rhode Island",44,2012,195,1050292,83.2
"873","Rhode Island",44,2013,236,1051511,76.9
"874","Rhode Island",44,2014,241,1055173,72.8
"875","Rhode Island",44,2015,304,1056298,65.7
"876","Rhode Island",44,2016,322,1056426,60.3
"877","Rhode Island",44,2017,316,1059639,51.4
"878","Rhode Island",44,2018,311,1057315,43
"879","Rhode Island",44,2019,302,1059361,40.3
"880","Rhode Island",44,2020,391,1057125,36.5
"881","South Carolina",45,1999,136,3974682,NA
"882","South Carolina",45,2000,243,4012012,NA
"883","South Carolina",45,2001,235,4064995,NA
"884","South Carolina",45,2002,210,4107795,NA
"885","South Carolina",45,2003,281,4150297,NA
"886","South Carolina",45,2004,343,4210921,NA
"887","South Carolina",45,2005,414,4270150,NA
"888","South Carolina",45,2006,541,4357847,90.4
"889","South Carolina",45,2007,523,4444110,91.7
"890","South Carolina",45,2008,555,4528996,94.1
"891","South Carolina",45,2009,608,4589872,95.8
"892","South Carolina",45,2010,665,4625364,98.6
"893","South Carolina",45,2011,602,4679230,96.8
"894","South Carolina",45,2012,572,4723723,104
"895","South Carolina",45,2013,610,4774839,103
"896","South Carolina",45,2014,683,4832482,101.3
"897","South Carolina",45,2015,746,4896146,95.1
"898","South Carolina",45,2016,864,4961119,89.4
"899","South Carolina",45,2017,992,5024369,79.8
"900","South Carolina",45,2018,1114,5084127,69.2
"901","South Carolina",45,2019,1114,5148714,60.4
"902","South Carolina",45,2020,1725,5218040,56.6
"903","South Dakota",46,1999,16,750412,NA
"904","South Dakota",46,2000,19,754844,NA
"905","South Dakota",46,2001,20,757972,NA
"906","South Dakota",46,2002,17,760020,NA
"907","South Dakota",46,2003,17,763729,NA
"908","South Dakota",46,2004,40,770396,NA
"909","South Dakota",46,2005,36,775493,NA
"910","South Dakota",46,2006,34,783033,50
"911","South Dakota",46,2007,27,791623,49.9
"912","South Dakota",46,2008,44,799124,52.1
"913","South Dakota",46,2009,40,807067,52.3
"914","South Dakota",46,2010,34,814180,54
"915","South Dakota",46,2011,53,824082,55.1
"916","South Dakota",46,2012,37,833354,60.1
"917","South Dakota",46,2013,51,844877,60.6
"918","South Dakota",46,2014,57,853175,61.7
"919","South Dakota",46,2015,62,858469,59.1
"920","South Dakota",46,2016,66,865454,54.8
"921","South Dakota",46,2017,71,869666,48.8
"922","South Dakota",46,2018,53,882235,42.6
"923","South Dakota",46,2019,81,884659,43.9
"924","South Dakota",46,2020,79,892717,39.9
"925","Tennessee",47,1999,296,5638706,NA
"926","Tennessee",47,2000,352,5689283,NA
"927","Tennessee",47,2001,378,5750789,NA
"928","Tennessee",47,2002,435,5795918,NA
"929","Tennessee",47,2003,561,5847812,NA
"930","Tennessee",47,2004,654,5910809,NA
"931","Tennessee",47,2005,752,5991057,NA
"932","Tennessee",47,2006,831,6088766,124.8
"933","Tennessee",47,2007,863,6175727,128.8
"934","Tennessee",47,2008,846,6247411,132.9
"935","Tennessee",47,2009,885,6306019,138.4
"936","Tennessee",47,2010,1019,6346105,140
"937","Tennessee",47,2011,1042,6403353,138.5
"938","Tennessee",47,2012,1067,6456243,136.1
"939","Tennessee",47,2013,1103,6495978,127.1
"940","Tennessee",47,2014,1218,6549352,121.3
"941","Tennessee",47,2015,1393,6600299,114.9
"942","Tennessee",47,2016,1576,6651194,107.5
"943","Tennessee",47,2017,1719,6715984,95.2
"944","Tennessee",47,2018,1778,6770010,81.8
"945","Tennessee",47,2019,2044,6829174,74.6
"946","Tennessee",47,2020,2980,6886834,68.5
"947","Texas",48,1999,1009,20558220,NA
"948","Texas",48,2000,968,20851820,NA
"949","Texas",48,2001,1292,21319622,NA
"950","Texas",48,2002,1501,21690325,NA
"951","Texas",48,2003,1649,22030931,NA
"952","Texas",48,2004,1677,22394023,NA
"953","Texas",48,2005,1792,22778123,NA
"954","Texas",48,2006,2087,23359580,66.8
"955","Texas",48,2007,2100,23831983,71.2
"956","Texas",48,2008,1982,24309039,71.3
"957","Texas",48,2009,2327,24801761,71.8
"958","Texas",48,2010,2298,25145561,73
"959","Texas",48,2011,2467,25674681,72
"960","Texas",48,2012,2340,26059203,73.4
"961","Texas",48,2013,2338,26448193,70
"962","Texas",48,2014,2497,26956958,67
"963","Texas",48,2015,2480,27469114,59.8
"964","Texas",48,2016,2739,27862596,57.6
"965","Texas",48,2017,2907,28304596,52.2
"966","Texas",48,2018,2937,28701845,47.2
"967","Texas",48,2019,3052,28995881,42.1
"968","Texas",48,2020,4077,29360759,37.9
"969","Utah",49,1999,57,2203482,NA
"970","Utah",49,2000,69,2233169,NA
"971","Utah",49,2001,77,2283715,NA
"972","Utah",49,2002,130,2324815,NA
"973","Utah",49,2003,102,2360137,NA
"974","Utah",49,2004,124,2401580,NA
"975","Utah",49,2005,138,2457719,NA
"976","Utah",49,2006,134,2525507,87
"977","Utah",49,2007,196,2597746,89.8
"978","Utah",49,2008,253,2663029,91.3
"979","Utah",49,2009,285,2723421,86.9
"980","Utah",49,2010,301,2763885,86.6
"981","Utah",49,2011,359,2817222,85.2
"982","Utah",49,2012,444,2855287,84.5
"983","Utah",49,2013,454,2900872,82.1
"984","Utah",49,2014,505,2942902,78.8
"985","Utah",49,2015,533,2995919,74.4
"986","Utah",49,2016,542,3051217,70.4
"987","Utah",49,2017,577,3101833,63.8
"988","Utah",49,2018,584,3161105,57.1
"989","Utah",49,2019,537,3205958,51.4
"990","Utah",49,2020,587,3249879,48.4
"991","Vermont",50,1999,20,604683,NA
"992","Vermont",50,2000,30,608827,NA
"993","Vermont",50,2001,39,612223,NA
"994","Vermont",50,2002,38,615442,NA
"995","Vermont",50,2003,60,617858,NA
"996","Vermont",50,2004,44,619920,NA
"997","Vermont",50,2005,50,621215,NA
"998","Vermont",50,2006,73,622892,56.9
"999","Vermont",50,2007,62,623481,56
"1000","Vermont",50,2008,69,624151,56.5
"1001","Vermont",50,2009,49,624817,54.5
"1002","Vermont",50,2010,55,625741,54.1
"1003","Vermont",50,2011,76,626431,53.6
"1004","Vermont",50,2012,66,626011,54.6
"1005","Vermont",50,2013,81,626630,52.2
"1006","Vermont",50,2014,73,626562,50.4
"1007","Vermont",50,2015,96,626042,60.1
"1008","Vermont",50,2016,115,624594,58.6
"1009","Vermont",50,2017,129,623657,50
"1010","Vermont",50,2018,142,626299,42.4
"1011","Vermont",50,2019,123,623989,36.9
"1012","Vermont",50,2020,182,623347,34.8
"1013","Virginia",51,1999,354,7000174,NA
"1014","Virginia",51,2000,389,7078515,NA
"1015","Virginia",51,2001,439,7198362,NA
"1016","Virginia",51,2002,489,7286873,NA
"1017","Virginia",51,2003,533,7366977,NA
"1018","Virginia",51,2004,543,7475575,NA
"1019","Virginia",51,2005,565,7577105,NA
"1020","Virginia",51,2006,609,7673725,67.2
"1021","Virginia",51,2007,670,7751000,70.1
"1022","Virginia",51,2008,698,7833496,73
"1023","Virginia",51,2009,660,7925937,74.1
"1024","Virginia",51,2010,534,8001024,75.5
"1025","Virginia",51,2011,774,8096604,76.6
"1026","Virginia",51,2012,701,8185867,79.6
"1027","Virginia",51,2013,826,8260405,76.6
"1028","Virginia",51,2014,935,8326289,73.5
"1029","Virginia",51,2015,1008,8382993,68.1
"1030","Virginia",51,2016,1369,8411808,63.4
"1031","Virginia",51,2017,1473,8470020,53.3
"1032","Virginia",51,2018,1414,8517685,44.8
"1033","Virginia",51,2019,1521,8535519,40.7
"1034","Virginia",51,2020,2212,8590563,37.6
"1035","Washington",53,1999,496,5842564,NA
"1036","Washington",53,2000,490,5894121,NA
"1037","Washington",53,2001,435,5985722,NA
"1038","Washington",53,2002,577,6052349,NA
"1039","Washington",53,2003,634,6104115,NA
"1040","Washington",53,2004,751,6178645,NA
"1041","Washington",53,2005,802,6257305,NA
"1042","Washington",53,2006,846,6370753,80.8
"1043","Washington",53,2007,900,6461587,84.4
"1044","Washington",53,2008,942,6562231,86.6
"1045","Washington",53,2009,923,6667426,86.1
"1046","Washington",53,2010,865,6724540,85
"1047","Washington",53,2011,944,6830038,81.6
"1048","Washington",53,2012,936,6897012,78.7
"1049","Washington",53,2013,933,6971406,75.2
"1050","Washington",53,2014,950,7061530,74.2
"1051","Washington",53,2015,1044,7170351,69.8
"1052","Washington",53,2016,1064,7288000,64.9
"1053","Washington",53,2017,1124,7405743,57.1
"1054","Washington",53,2018,1125,7535591,49.3
"1055","Washington",53,2019,1226,7614893,42.7
"1056","Washington",53,2020,1700,7693612,39.5
"1057","West Virginia",54,1999,55,1811799,NA
"1058","West Virginia",54,2000,82,1808344,NA
"1059","West Virginia",54,2001,155,1801481,NA
"1060","West Virginia",54,2002,170,1805414,NA
"1061","West Virginia",54,2003,249,1812295,NA
"1062","West Virginia",54,2004,317,1816438,NA
"1063","West Virginia",54,2005,172,1820492,NA
"1064","West Virginia",54,2006,329,1827912,129.9
"1065","West Virginia",54,2007,371,1834052,135.1
"1066","West Virginia",54,2008,426,1840310,145.5
"1067","West Virginia",54,2009,198,1847775,146.9
"1068","West Virginia",54,2010,467,1852994,143.1
"1069","West Virginia",54,2011,599,1855364,139.6
"1070","West Virginia",54,2012,525,1855413,136.9
"1071","West Virginia",54,2013,550,1854304,129
"1072","West Virginia",54,2014,604,1850326,126.4
"1073","West Virginia",54,2015,682,1844128,111.3
"1074","West Virginia",54,2016,853,1831102,96
"1075","West Virginia",54,2017,950,1815857,82.2
"1076","West Virginia",54,2018,837,1805832,69.3
"1077","West Virginia",54,2019,854,1792147,59.4
"1078","West Virginia",54,2020,1309,1784787,53.7
"1079","Wisconsin",55,1999,192,5332666,NA
"1080","Wisconsin",55,2000,229,5363675,NA
"1081","Wisconsin",55,2001,248,5406835,NA
"1082","Wisconsin",55,2002,316,5445162,NA
"1083","Wisconsin",55,2003,359,5479203,NA
"1084","Wisconsin",55,2004,402,5514026,NA
"1085","Wisconsin",55,2005,483,5546166,NA
"1086","Wisconsin",55,2006,553,5577655,64.7
"1087","Wisconsin",55,2007,572,5610775,69.2
"1088","Wisconsin",55,2008,566,5640996,70.6
"1089","Wisconsin",55,2009,580,5669264,71.9
"1090","Wisconsin",55,2010,584,5686986,74.4
"1091","Wisconsin",55,2011,651,5711767,75.2
"1092","Wisconsin",55,2012,659,5726398,76.8
"1093","Wisconsin",55,2013,822,5742713,73.8
"1094","Wisconsin",55,2014,812,5757564,71.9
"1095","Wisconsin",55,2015,843,5771337,67.5
"1096","Wisconsin",55,2016,1038,5778708,62.2
"1097","Wisconsin",55,2017,1141,5795483,52.7
"1098","Wisconsin",55,2018,1044,5813568,45.8
"1099","Wisconsin",55,2019,1172,5822434,42.5
"1100","Wisconsin",55,2020,1498,5832655,39.6
"1101","Wyoming",56,1999,19,491780,NA
"1102","Wyoming",56,2000,19,493782,NA
"1103","Wyoming",56,2001,18,494657,NA
"1104","Wyoming",56,2002,28,500017,NA
"1105","Wyoming",56,2003,28,503453,NA
"1106","Wyoming",56,2004,43,509106,NA
"1107","Wyoming",56,2005,20,514157,NA
"1108","Wyoming",56,2006,52,522667,79.9
"1109","Wyoming",56,2007,59,534876,80.8
"1110","Wyoming",56,2008,70,546043,81
"1111","Wyoming",56,2009,60,559851,81
"1112","Wyoming",56,2010,81,563626,80.4
"1113","Wyoming",56,2011,78,568158,78.2
"1114","Wyoming",56,2012,93,576412,80.5
"1115","Wyoming",56,2013,93,582658,81.5
"1116","Wyoming",56,2014,105,584153,80.9
"1117","Wyoming",56,2015,93,586107,75.4
"1118","Wyoming",56,2016,92,585501,71.1
"1119","Wyoming",56,2017,65,579315,64.4
"1120","Wyoming",56,2018,63,577737,57.1
"1121","Wyoming",56,2019,79,578759,49.7
"1122","Wyoming",56,2020,96,582328,46.7
